categoria,chave,ingles,russo,portugues
Quests,q1_c2_title,A Dangerous Job,Опасная работа,Um Trabalho Perigoso
Quests,q1_c2_description,Wigmund is warned about the attacks of a huge bear that destroys the hives of the village. He receives the mission to follow the bear and to kill it. ,"Вигмунд услышал об атаках большого медведя, что уничтожает пасевы в поселении. Он принимает задание и следует по следам медведя, чтобы положить этому конец.",Wigmund é avisado sobre os ataques de um urso enorme que destrói as colmeias da aldeia. Ele recebe a missão de seguir o urso e matá-lo.
Quests,q1_c2_obj1,Bear’s Burrow,Медвежья нора,A Toca do Urso
Quests,q1_c2_obj1_description,Defeat the bear and get his head.,Победите медведя и заберите его голову.,Derrote o urso e pegue sua cabeça.
Quests,q1_c2_obj2,Return to Raedan,Вернитесь в Рейдан,Retornar a Raedan
Quests,q1_c2_obj2_description,Return to Clwyd and announce Raedan that the bear has been defeated.,"Вернитесь в Клуид и сообщите Рейдану, что медведь повержен.",Retorne a Clwyd e informe a Raedan que o urso foi derrotado.
Quests,q1_c2_obj2_description_info,Raedan met,Встретиться с Рэйданом,Raedan encontrado
Quests,q2_c2_title,An Unexpected Fight,Неожиданный бой,Uma Luta Inesperada
Quests,q2_c2_description,"A bunch of wood-goblins lead by Drof, the son of the King of the goblins, Faett, has been spotted on the eastern side of the village. Wigmund will be involved in this first real fight.","На восточной окраине деревни была замечена группа лесных гоблинов под предводительством Дрофа, сына короля гоблинов Фаэтта.  Вигмунд будет участвовать в этом первом настоящем бою.","Um grupo de goblins da floresta liderado por Drof, filho do Rei dos goblins, Faett, foi avistado no lado leste da aldeia. Wigmund será envolvido nesta primeira luta de verdade."
Quests,q2_c2_obj1,Troubles in Clwyd,Проблемы в Клуиде,Problemas em Clwyd
Quests,q2_c2_obj1_description,Drive the goblins away.,Прогоните гоблинов.,Expulse os goblins.
Quests,q2_c2_obj1_description_info,The goblins are defeated,Гоблины побеждены,Os goblins foram derrotados
Quests,q2_c2_obj2,Annihilate the Leader,Уничтожить лидера,Aniquilar o Líder
Quests,q2_c2_obj2_description,"The goblins cannot be completely defeated without killing their leader, Drof.","Гоблинов невозможно победить полностью, не убив их лидера Дрофа.","Os goblins não podem ser completamente derrotados sem matar seu líder, Drof."
Quests,q2_c2_obj2_description_info,Drof killed,Дроф убит,Drof morto
Quests,q3_c2_title,The Grass of the Beasts,Зверь-трава,A Erva das Feras
Quests,q3_c2_description,Raedan asks Wigmund something unusual: to find the so-called „Milkweed” (known in old stories and legends as „the grass of the beasts”).,Рэдан просит Вигмунда о чем-то необычном: найти так называемую молочай (известную в старинных сказаниях и легендах как зверь-трава).,"Raedan pede a Wigmund algo incomum: encontrar a chamada ""Erva-Leiteira"" (conhecida em histórias e lendas antigas como ""a erva das feras"")."
Quests,q3_c2_obj1,The Cage,Клетка,A Gaiola
Quests,q3_c2_obj1_description,"For such a special mission, a special mini-cage is needed. Get it from Cyneric, our best blacksmith.","Для такой особой миссии необходима особая мини-клетка.  Получите его у Цинерика, нашего лучшего кузнеца.","Para essa missão especial, é preciso uma gaiola especial. Pegue-a com Cyneric, nosso melhor ferreiro."
Quests,q3_c2_obj1_description_info,Cage acquired,Клетка приобретена,Gaiola obtida
Quests,q3_c2_obj2,Children's Wisdom,Детская мудрость,A Sabedoria das Crianças
Quests,q3_c2_obj2_description,"Find Cyld and learn from him how to find the hedgehog's nest. Usually, the boy wanders around the well in the middle of the village. ","Найдите Клуид и узнайте как находить гнезда ежей. Обычно, мальчик, что знает это ошивается недалеко от середины деревни.",Encontre Cyld e aprenda com ele como achar o ninho do ouriço. Geralmente o menino vaga perto do poço no centro da aldeia.
Quests,q3_c2_obj2_description_info,Cyld found,Сайлд найден,Cyld encontrado
Quests,q3_c2_obj3,Rare Fruits,Редкие фрукты,Frutas Raras
Quests,q3_c2_obj3_description,Look for berries near the ruined tower.,Ищите ягоды возле разрушенной башни.,Procure frutas silvestres perto da torre em ruínas.
Quests,q3_c2_obj3_description_info,Blueberries found (0/1),Черника найдена (0/1),Frutas silvestres encontradas (0/1)
Quests,q3_c2_obj4,The Snails,Улитки,Os Caracóis
Quests,q3_c2_obj4_description,Reach the place where you can find the snails that are hunted by hedgehogs.,"Доберитесь до места, где можно найти улиток, на которых охотятся ежи.",Chegue ao lugar onde podem ser encontrados os caracóis caçados pelos ouriços.
Quests,q3_c2_obj4_description_info,Snails found,Улитки найдены,Caracóis encontrados
Quests,q3_c2_obj5,Catch the Hoglet,Поймай Хоглета,Capturar o Filhote
Quests,q3_c2_obj5_description,"Put the iron cage - with some blueberries inside it – in the front of the nest, then hide and wait behind the trees near the cage until the hoglet is caught.","Поставьте железную клетку с черникой внутри перед гнездом, затем спрячьтесь и ждите за деревьями возле клетки, пока паразиты не будут пойманы.","Coloque a gaiola de ferro — com algumas frutas silvestres dentro — na frente do ninho, depois se esconda e aguarde atrás das árvores perto da gaiola até o filhote ser capturado."
Quests,q3_c2_obj5_description_info,Little Hedgehogs Trapped,Маленькие ёжики в ловушке,Filhote de ouriço capturado
Quests,q3_c2_obj6,The Hedgehog’s Tree,Дерево Ежика,A Árvore do Ouriço
Quests,q3_c2_obj6_description,"Put the cage with the hoglet near the tree where they have their nest. Wait hidden close to the place until their mother comes with “the grass of the beasts” to free them. After they leave, collect the grass. ","Поставьте открытую клетку рядом с деревом, где у них гнездо. Спрячьтесь и подождите неподалеку, по их мать не принесет “зверь-траву” чтобы освободить их. После того как они уйдут, заберите траву.","Coloque a gaiola com o filhote perto da árvore onde eles têm seu ninho. Aguarde escondido perto do local até a mãe chegar com ""a erva das feras"" para libertá-los. Depois que forem embora, recolha a erva."
Quests,q3_c2_obj6_description_info,Grass collected,Трава собрана,Erva recolhida
Quests,q3_c2_obj7,The Burglar,Грабитель,O Ladrão
Quests,q3_c2_obj7_description,Give the grass of the beasts to Raedan.,Отдайте зверь-траву Рэдану.,Dê a erva das feras a Raedan.
Quests,q3_c2_obj7_description_info,The key-medallion created (0/1),Медальон ключ создан (0/1),O medalhão-chave criado (0/1)
Quests,q4_c2_title,The Captive,Пленник,O Prisioneiro
Quests,q4_c2_description,"Infuriated by the loss of his son Drof, Faett, the king of the wood-goblins, orders an attack on the village. Grimme has been taken prisoner. Wigmund swears to kill Faett. Raedan advises him to take  Modig „The Brave” with him.","Разъяренный потерей своего сына Дрофа, Фаэтт, король лесных гоблинов, приказывает атаковать деревню.  Гримме взят в плен.  Вигмунд клянется убить Фаэтта.  Рэдан советует ему взять с собой Модига Храброго.","Enfurecido pela perda de seu filho Drof, Faett, o rei dos goblins da floresta, ordena um ataque à aldeia. Grimme foi feito prisioneiro. Wigmund jura matar Faett. Raedan o aconselha a levar Modig, 'O Bravo', consigo."
Quests,q4_c2_obj0.1,Team Mate,Товарищ по команде,Companheiro de Equipe
Quests,q4_c2_obj0.1_description,Meet Modig on the southeastern side of the village. He will follow Wigmund in this dangerous mission.,Встретьтесь с Модигом на юго-восточной стороне деревни.  Он последует за Вигмундом в этой опасной миссии.,Encontre Modig no lado sudeste da aldeia. Ele seguirá Wigmund nesta perigosa missão.
Quests,q4_c2_obj0.1_description_info,Wigmund met Modig,Вигмунд встретил Модига,Wigmund encontrou Modig
Quests,q4_c2_obj1,The Pursuit,Преследование,A Perseguição
Quests,q4_c2_obj1_description,Modig guides you to the heart of the wood-goblins realm.,Модиг проведет вас в самое сердце царства лесных гоблинов.,Modig guia você ao coração do reino dos goblins da floresta.
Quests,q4_c2_obj1_description_info,Wood-goblins village found,Найдена деревня лесных гоблинов,Aldeia dos goblins da floresta encontrada
Quests,q4_c2_obj2,Open the Gate,Откройте ворота,Abrir o Portão
Quests,q4_c2_obj2_description,Kill the guardians and use the wheel to open the gate. Enter the fortress and kill Faett.,"Убейте стражей и используйте колесо, чтобы открыть ворота.  Войдите в крепость и убейте Фаэтта.",Mate os guardiões e use a roda para abrir o portão. Entre na fortaleza e mate Faett.
Quests,q4_c2_obj2_description_info,"Faett's slain 0/1
","Фаэтт убит 0/1
","Faett morto 0/1
"
Quests,q4_c2_obj3,Free Grimme,Освобождение Гримме,Libertar Grimme
Quests,q4_c2_obj3_description,Escort Grimme back to the hamlet.,Сопроводите Гримме обратно в деревню.,Escorte Grimme de volta ao vilarejo.
Quests,q4_c2_obj3_description_info,Grimme is free,Гримме свободен,Grimme está livre
Quests,q4_c2_obj4,Meet Raedan,"Знакомьтесь, Рэдан",Encontrar Raedan
Quests,q4_c2_obj4_description,"Now that Grimme is free, I should return back to Raedan for my next mission.","Теперь, когда Гримме свободен, мне следует вернуться к Рейдану для получения следующего задания.","Agora que Grimme está livre, devo retornar a Raedan para minha próxima missão."
Quests,q5_c2_title,Two Lions,Два льва,Dois Leões
Quests,q5_c2_description,"Asked by Raedan to help Sceoteld, the hunter, Wigmund and Cyneric have to fight the cave-goblins to free the legendary shadow-warrior who was trapped by his enemies in a huge tree from which there is no escape.","По просьбе Рэдана мне нужно помочь охотнику Сцеотелду, Вигмунд и Цинерик должны сразиться с пещерными гоблинами, чтобы освободить легендарного воина-тени, который был пойман врагами в ловушку на огромном дереве, из которого нет выхода.","A pedido de Raedan para ajudar Sceoteld, o caçador, Wigmund e Cyneric devem lutar contra os goblins das cavernas para libertar o lendário guerreiro das sombras que foi aprisionado por seus inimigos numa árvore gigante da qual não há escapatória."
Quests,q5_c2_obj1,Capture the Spy,Поймать шпиона,Capturar o Espião
Quests,q5_c2_obj1_description,A goblin spy has been noticed near Wigstan’s house. Capture him to learn where is surrounded Sceoteld. Cyneric can make him talk.,"Возле дома Вигстана замечен гоблин-шпион.  Схватите его, чтобы узнать, где находится Сцеотелд.  Цинерик может заставить его говорить.",Um espião goblin foi avistado perto da casa de Wigstan. Capture-o para descobrir onde Sceoteld está cercado. Cyneric pode fazê-lo falar.
Quests,q5_c2_obj1_description_info,Info retrieved,Информация получена,Informação obtida
Quests,q5_c2_obj2,The Dark Forest,Темный лес,A Floresta das Trevas
Quests,q5_c2_obj2_description,Find the North-Eastern forest where Sceoteld is surrounded by goblins. Destroy the two ammunition deposits.,"Найдите северо-восточный лес, где Сцеотелд окружен гоблинами.  Уничтожьте два склада боеприпасов.",Encontre a floresta nordeste onde Sceoteld está cercado por goblins. Destrua os dois depósitos de munição.
Quests,q5_c2_obj2_description_info,Deposits destroyed,Месторождения уничтожены,Depósitos destruídos
Quests,q5_c2_obj3,Hombug’s Nightmare,Кошмар Хомбага,O Pesadelo de Hombug
Quests,q5_c2_obj3_description,"Fight the goblins and Hombug, their chief-troll, to free Wigstan.","Сразитесь с гоблинами и Хомбагом, их главным троллем, чтобы освободить Вигстана.","Lute contra os goblins e Hombug, seu troll-chefe, para libertar Wigstan."
Quests,q5_c2_obj3_description_info,Wigstan freed,Вигстан освобожден,Wigstan libertado
Quests,q5_c2_obj4,Meet Wigstan and Raedan,"Знакомьтесь, Вигстан и Рейдан",Encontrar Wigstan e Raedan
Quests,q5_c2_obj4_description,Go back to Clwyd to talk to Raedan and Wigstan.,"Вернитесь в Клуид, чтобы поговорить с Рейданом и Вигстаном.",Volte a Clwyd para falar com Raedan e Wigstan.
Quests,q5_c2_obj4_description_info,Raedan and Wigstan met,Рэйдан и Вигстан встретились,Raedan e Wigstan encontrados
Quests,chapter3_title,Chapter III: How to Kill a Dragon ,Глава III: Как убить дракона ,Capítulo III: Como Matar um Dragão
Quests,chapter3_motto,"A little lower the loathsome beast he smote with sword; his steel drove in bright and burnished; that blaze began to lose and lessen. At last the king wielded his wits again, war-knife drew, a biting blade by his breastplate hanging, and the Weders'-helm smote that worm asunder, felled the foe, flung forth its life. So had they killed it, kinsmen both, athelings twain: thus an earl should be in danger's day! (Anonymous Poet, probably 8th Century A.D., Beowulf)","Отвратительного зверя он поразил мечом; и сталь его сверкала блеском; сияние начало угасать. Наконец, король обрел дар речи вновь, выхватив клинок висевший на нагруднике червя пронзил он Ведера шлем, разрубил того на части, повергнув врага и вернув жизнь. Они убили его, воспоем обоих: трубите ярлу, в опасности он! (Неизвестный поэт, приблизительно 8 век н.э. Беовульф)","Um pouco abaixo a loathsome besta ele golpeou com a espada; seu aço penetrou brilhante e polido; aquela chama começou a perder força e diminuir. Por fim o rei retomou seus sentidos, sacou a faca de guerra, uma lâmina mordente presa à sua couraça, e o elmo dos Weders golpeou aquela serpente ao meio, abateu o inimigo, expeliu-lhe a vida. Assim o mataram, parentes ambos, dois príncipes: assim deve ser um guerreiro no dia do perigo! (Poeta Anônimo, provavelmente séc. VIII d.C., Beowulf)"
Quests,q3_c3_title,Inside the Castle,Внутри замка,Dentro do Castelo
Quests,q3_c3_description,"To get to the light a real hero ought to go through the deepest darkness. To reach the dungeons of the King’s castle, Wigmund and his companions will go through the underground, dark caves of the goblins. And that's not all! No sweet light expects him at the end of his way, but the red flame of a terrible beast: an old dragon. This is the destiny of any true hero. ","Чтобы постичь свет, настоящий герой должен пройти через самую глубокую тьму. Дабы добраться до подземелий Королевского замка, Вигмунду и его спустникам предстоит пройти через опасные подземелья, темные пещеры гоблинов, и даже это еще не всё! В конеце пути его ожидает, не темплый свет, а красное пламя ужасного зверя, старого дракона. Такова судьба всех истинных героев.","Para alcançar a luz, um verdadeiro herói deve atravessar as trevas mais profundas. Para chegar às masmorras do castelo do Rei, Wigmund e seus companheiros passarão pelas cavernas subterrâneas e sombrias dos goblins. E não é só isso! Nenhuma luz suave o espera ao final do caminho, mas a chama vermelha de uma besta terrível: um antigo dragão. Este é o destino de qualquer verdadeiro herói."
Quests,q3_c3_obj0.1,The Caves,Пещеры,As Cavernas
Quests,q3_c3_obj0.1_description,"Guided by Wigstan, reach the goblin caves where the entrance into the dungeons of the castle can be found.","Под руководством Вигстана доберитесь до пещер гоблинов, где можно найти вход в подземелья замка.","Guiado por Wigstan, chegue às cavernas dos goblins onde a entrada para as masmorras do castelo pode ser encontrada."
Quests,q3_c3_obj0.1_description_info,Caves reached,Пещеры достигнуты,Cavernas alcançadas
Quests,q3_c3_obj1,The Diversion,Диверсия,A Diversão
Quests,q3_c3_obj1_description,Get the attention of the guardian goblins and make them open the gates by destroying two of their towers.,"Привлеките внимание гоблинов-хранителей и заставьте их открыть ворота, разрушив две их башни.",Chame a atenção dos goblins guardiões e faça-os abrir os portões destruindo duas de suas torres.
Quests,q3_c3_obj1_description_info,Wooden towers destroyed,Деревянные башни разрушены,Torres de madeira destruídas
Quests,q3_c3_obj2,Under the Castle,Под замком,Sob o Castelo
Quests,q3_c3_obj2_description,Find an entrance between the goblins' caverns and the dungeons of the castle.,Найдите вход между пещерами гоблинов и подземельями замка.,Encontre uma entrada entre as cavernas dos goblins e as masmorras do castelo.
Quests,q3_c3_obj2.1,Get inside,Войти внутрь,Entre
Quests,q3_c3_obj2.1_description,Explore the dungeons and free your way until you find the entrance into the castle – located on the Northern side of the dungeon.,"Исследуйте подземелья и освобождайте себе путь, пока не найдете вход в замок, расположенный на северной стороне подземелья.",Explore as masmorras e abra caminho até encontrar a entrada para o castelo — localizada no lado norte da masmorra.
Quests,q3_c3_obj2.1_description_info,The entrance must be reached,Вход должен быть достигнут,A entrada deve ser alcançada
Quests,q3_c3_obj3,The Secret Hatch,Секретный люк,O Alçapão Secreto
Quests,q3_c3_obj3_description,Unlock the hatch by introducing the numbers from the code.,"Разблокируйте люк, введя цифры из кода.",Destranque o alçapão inserindo os números do código.
Quests,q3_c3_obj3_description_info,Unlock the hatch by using the proper numbers,"Разблокируйте люк, используя правильные цифры.",Destranque o alçapão usando os números corretos
Quests,q3_c3_obj4,Inside,Внутри,Dentro
Quests,q3_c3_obj4_description,Find the mechanism which can open the door.,"Найдите механизм, который сможет открыть дверь.",Encontre o mecanismo que pode abrir a porta.
Quests,q3_c3_obj4_description_info,Find and use the torch lever,Найдите и используйте рычаг фонарика.,Encontre e use a alavanca da tocha
Quests,q4_c3_title,Close The Evil Gates,Закройте врата зла,Fechar os Portais do Mal
Quests,q4_c3_description,"Every time when our knights get too close to a portal-stone, a bunch of enemies will be instantly summoned through it. To defeat all of them is very difficult, if not impossible. To avoid losing their limited strength, they have to find a way to close those portals. If they succeed, they will be able to continue their mission. Do not forget another wise warning from Raedan: “No warrior can defeat the Guardians of the Seals without Saint Neot’s blessing.” From all these you understand that, first, you have to meet Saint Neot.","Каждый раз, когда наши рыцари подходят слишком близко к портальному камню, через него мгновенно вызывается куча врагов.  Победить их всех очень сложно, если вообще возможно.  Чтобы не потерять свою ограниченную силу, им нужно найти способ закрыть эти порталы.  Если им это удастся, они смогут продолжить свою миссию.  Не забывайте еще одно мудрое предостережение Рейдана: Ни один воин не сможет победить Стражей Печатей без благословения Святого Неота.  Из всего этого понимаешь, что сначала тебе предстоит встретиться со святым Неотом.","Toda vez que nossos cavaleiros se aproximam demais de uma pedra-portal, uma horda de inimigos é instantaneamente invocada por ela. Derrotá-los a todos é muito difícil, senão impossível. Para não desperdiçar suas forças limitadas, precisam encontrar uma forma de fechar esses portais. Se conseguirem, poderão continuar sua missão. Não esqueça outro sábio aviso de Raedan: ""Nenhum guerreiro pode derrotar os Guardiões dos Selos sem a bênção de Santo Neot."" Com tudo isso, entende-se que, primeiro, é preciso encontrar Santo Neot."
Quests,q4_c3_obj0.1,The Barracks,Казармы,O Quartel
Quests,q4_c3_obj0.1_description,Fight your way out of the barracks.,С боем выберитесь из казарм.,Abra caminho para sair do quartel.
Quests,q4_c3_obj0.1_description_info,Barracks left,Казармы остались,Quartel deixado
Quests,q4_c3_obj1,Saint Neot Relic,Реликвия Святого Неота,Relíquia de Santo Neot
Quests,q4_c3_obj1_description,See where the light wants to guide the three knights.,"Смотрите туда, куда направит трех рыцарей свет.",Veja onde a luz quer guiar os três cavaleiros.
Quests,q4_c3_obj1_description_info,Find the shadow room where the relic is kept by a boss.,"Найдите теневую комнату, где босс хранит реликвию.",Encontre a sala sombria onde a relíquia é guardada por um chefe.
Quests,q4_c3_obj2,The Disappearance of the Shadow,Исчезновение тени,O Desaparecimento da Sombra
Quests,q4_c3_obj2_description,Fight the ghast.,Сразитесь с призраком.,Lute contra o espectro.
Quests,q4_c3_obj4,Honoring Saint Neot,Почитание святого Неота,Honrando Santo Neot
Quests,q4_c3_obj4_description,Place the relic inside the reliquary. ,Положите реликвию в реликварий. ,Coloque a relíquia dentro do relicário.
Quests,q5_c3_title,Here Are Dragons,Вот драконы,Aqui Há Dragões
Quests,q5_c3_description,"To their surprise, Saint Neot appears. From him they will learn that a dragon - a demon of terror from the unseen world - is guarding the doors to the Great Hall of the King. No human can defeat such a creature of darkness. Only the ""Lions from Templar"" - blessed by the King of Kings - can defeat a dragon. But, first, they have to reach the Hall. To fulfill their mission, they have, first, to put the dragon to slumber.","К их удивлению, появляется Святой Неот.  От него они узнают, что дракон – демон ужаса из невидимого мира – охраняет двери в Большой зал Короля.  Ни один человек не сможет победить такое создание тьмы.  Только  ""Львы из Тамплиеров"" - благославленные Королем Королей - смогут победить дракона. Но сначала они должны добраться до Зала. Чтобы выполнить свою миссию, и после, усыпить дракона.","Para surpresa de todos, Santo Neot aparece. Dele saberão que um dragão — um demônio do terror do mundo invisível — guarda as portas do Grande Salão do Rei. Nenhum humano pode derrotar tal criatura das trevas. Somente os ""Leões dos Templários"" — abençoados pelo Rei dos Reis — podem vencer um dragão. Mas, primeiro, precisam chegar ao Salão. Para cumprir sua missão, devem, primeiro, fazer o dragão adormecer."
Quests,q5_c3_obj1,The Round Seal,Круглая печать,O Selo Circular
Quests,q5_c3_obj1_description,With Saint Neot’s blessing you can go and get the two parts of the treasury seal. Kill the Dark Guardian from the South-Western tower and get the first half of the seal. Kill the Fire Dwarf from the Easternmost room and retrieve the second half of the seal.,По благословению святого Неота вы можете пойти и получить две части казначейской печати.  Убейте Темного Стража из Юго-Западной башни и получите первую половину печати.  Убейте Огненного Гнома из самой восточной комнаты и заберите вторую половину печати.,Com a bênção de Santo Neot você pode ir buscar as duas partes do selo do tesouro. Mate o Guardião das Trevas da torre sudoeste e pegue a primeira metade do selo. Mate o Anão de Fogo da sala mais a leste e recupere a segunda metade.
Quests,q5_c3_obj2,The Golden Harp,Золотая Арфа,A Harpa Dourada
Quests,q5_c3_obj2_description,"Return to the castle’s dungeon, open the door of the treasury located on the Western side of the dungeon and find the golden harp.","Вернитесь в подземелье замка, откройте дверь сокровищницы, расположенную на западной стороне подземелья, и найдите золотую арфу.","Retorne à masmorra do castelo, abra a porta do tesouro localizada no lado oeste da masmorra e encontre a harpa dourada."
Quests,q5_c3_obj3,The Music of the Spheres,Музыка сфер,A Música das Esferas
Quests,q5_c3_obj3_description,Return to the castle and enter into the throne room’s antechamber with the harp prepared. The dragon will fall asleep.,Вернитесь в замок и войдите в прихожую тронного зала с приготовленной арфой.  Дракон заснет.,Retorne ao castelo e entre na antecâmara da sala do trono com a harpa preparada. O dragão adormecerá.
Quests,q5_c3_obj4,The Hidden King,Скрытый король,O Rei Oculto
Quests,q5_c3_obj4_description,Receive the Royal Blessing for the Knights from Templar.,Получите Королевское благословение для рыцарей от тамплиеров.,Receba a Bênção Real para os Cavaleiros dos Templários.
Quests,q5_c3_obj5,No Lullaby for the Dragon,Нет колыбельной для дракона,Sem Cantiga de Ninar para o Dragão
Quests,q5_c3_obj5_description,Kill Blodwyrt - The Red Worm from Heols.,Убейте Блодвирта — Красного Червя из Хеолса.,Mate Blodwyrt — O Verme Vermelho de Heols.
Quests,chapter4_title,The Lost Book,Потерянная книга,O Livro Perdido
Quests,chapter4_motto,"He was standing in the shade, gigantic, supported by the tree, and he waited with sword in hand. The crowd came nearer, nearer. At last the voice of command shouted: 'Seize him!' They rushed ahead. The cries were stopped. Those who could not push on gave light to the assailants. A whirl of men gathered and turned under the tree. Only groans came out of that whirl, and for a long time it was impossible to distinguish anything. At last a scream of terror was wrested from the assailants. The crowd broke in a moment. Under the tree remained Pan Longin, and at his feet a crowd of bodies still quivering in agony. (Henryk Sienkiewicz, With Fire and Sword)","Он стоял в тени, огромный, поддерживаемый деревом, и ждал с мечом в руке.  Толпа приближалась все ближе.  Наконец голос командования крикнул: Схватите его!  Они бросились вперед.  Крики прекратились.  Те, кто не смог продвинуться дальше, подожгли нападавших.  Толпа людей собралась и обернулась под деревом.  Из этого водоворота доносились только стоны, и долгое время нельзя было ничего различить.  Наконец у нападавших вырвался крик ужаса.  Толпа мгновенно распалась.  Под деревом остался пан Лонгин, а у его ног толпа тел, все еще дрожащих в агонии.  (Генрик Сенкевич, Огнем и мечом)","Ele estava parado na sombra, gigantesco, apoiado na árvore, e esperava com a espada na mão. A multidão se aproximava, cada vez mais. Por fim a voz de comando gritou: 'Peguem-no!' Eles avançaram. Os gritos foram sufocados. Os que não conseguiam avançar iluminavam os agressores. Um redemoinho de homens se formou e girou sob a árvore. Apenas gemidos saíam daquele redemoinho, e por muito tempo foi impossível distinguir qualquer coisa. Por fim um grito de terror foi arrancado dos agressores. A multidão se dispersou num instante. Sob a árvore restou Pan Longin, e a seus pés uma multidão de corpos ainda se contorcendo em agonia. (Henryk Sienkiewicz, Com Fogo e Espada)"
Quests,q1_c4_title,A Glorious Shield,Щит Славы,Um Escudo Glorioso
Quests,q1_c4_description,"To defeat the Great Beast, Wigmund needs a shield. But not any shield - but the shield of his father, Wiglaf. Where is it?","Чтобы победить Великого Зверя, Вигмунду нужен щит.  Но не какой-нибудь щит – а щит его отца, Виглафа.  Где это?","Para derrotar a Grande Besta, Wigmund precisa de um escudo. Mas não qualquer escudo — o escudo de seu pai, Wiglaf. Onde está?"
Quests,q1_c4_obj1,Ofergear,Офергир,Ofergear
Quests,q1_c4_obj1_description,Find Ofergear and answer his question. Then he will give you a clue regarding the place where the Shield of Glory is hidden.,"Найдите Офергира и ответьте на его вопрос.  Затем он даст вам подсказку относительно места, где спрятан Щит Славы.",Encontre Ofergear e responda sua pergunta. Então ele lhe dará uma pista sobre o lugar onde o Escudo da Glória está escondido.
Quests,q1_c4_obj1_description_info,Ofergear found,Офергер найден,Ofergear encontrado
Quests,q1_c4_obj2,The Greedy Gombug,Жадный гомжук,O Ganancioso Gombug
Quests,q1_c4_obj2_description,Enter into the trolls den and kill Gombug.,Войдите в логово троллей и убейте Гомбага.,Entre na toca dos trolls e mate Gombug.
Quests,q1_c4_obj3,Back to Clwyd,Назад в Клуид,De Volta a Clwyd
Quests,q1_c4_obj3_description,"Go back to Clwyd. Give the Shield of Glory to Raedan who, together with Cyneric, will embedded the “Light of Wisdom” – the diamond retrieved from the first dragon – into the Shield Of Glory.","Вернитесь к Клуиду.  Отдайте Щит Славы Рэдану, который вместе с Цинериком встроит Свет Мудрости — алмаз, добытый у первого дракона, — в Щит Славы.","Volte a Clwyd. Entregue o Escudo da Glória a Raedan que, junto com Cyneric, incrustará a 'Luz da Sabedoria' — o diamante obtido do primeiro dragão — no Escudo da Glória."
Quests,q1_c4_obj3_description_info,Shield returned,Щит возвращен,Escudo entregue
Quests,q2_c4_title,The Dark Castle,Темный Замок,O Castelo das Trevas
Quests,q2_c4_description,"To confront the evil one known to the living people as Dark Archon, his puppet – the pseudo-king Antiochus – must be defeated and the Book of Light found and taken back.","Чтобы противостоять злу, известному живым людям как Темный Архонт, его марионетку – псевдокороля Антиоха – необходимо победить, а Книгу Света найти и вернуть обратно.","Para confrontar o maligno conhecido pelos vivos como Arquidemônio das Trevas, seu fantoche — o pseudo-rei Antiochus — deve ser derrotado e o Livro da Luz encontrado e recuperado."
Quests,q2_c4_obj1,Into the Castle,В замок,Dentro do Castelo
Quests,q2_c4_obj1_description,Use the red diamond of Bloodwyrt to get inside the dark castle.,"Используйте красный алмаз Бладвирта, чтобы попасть в темный замок.",Use o diamante vermelho de Blodwyrt para entrar no castelo das trevas.
Quests,q2_c4_obj1_description_info,Dark Castle reached,Темный Замок достигнут,Castelo das Trevas alcançado
Quests,q2_c4_obj1.1,The Fake King,Фальшивый король,O Rei Falso
Quests,q2_c4_obj1.1_description,Fight your way through the Dark Castle to reach Antiochus’ seat of power.,"Пробейтесь через Темный Замок, чтобы добраться до трона Антиоха.",Abra caminho pelo Castelo das Trevas até o trono de poder de Antiochus.
Quests,q2_c4_obj1.1_description_info,Seat of Power reached,Престол Силы достигнут,Trono de poder alcançado
Quests,q2_c4_obj2,The Hall of Mirrors,Зеркальный зал,O Salão dos Espelhos
Quests,q2_c4_obj2_description,Destroy the mirrors.,Уничтожьте зеркала.,Destrua os espelhos.
Quests,q2_c4_obj2_description_info,Mirrors destroyed,Зеркала уничтожены,Espelhos destruídos
Quests,q2_c4_obj3,The Pseudo-King,Псевдо-король,O Pseudo-Rei
Quests,q2_c4_obj3_description,Fight Antiochus to get the key of the Dark Gate.,"Сразитесь с Антиохом, чтобы получить ключ от Темных Врат.",Lute contra Antiochus para obter a chave do Portal das Trevas.
Quests,q2_c4_obj4,The Golems,Големы,Os Golens
Quests,q2_c4_obj4_description,Fight the golems and retrieve the Book of Light.,Сразитесь с големами и заберите Книгу Света.,Lute contra os golens e recupere o Livro da Luz.
Quests,chapter5_title,The Heart of Darkness,Сердце Тьмы,O Coração das Trevas
Quests,chapter5_motto,"Obscure, profound it was, and nebulous, 
So that by fixing on its depths my sight
Nothing whatever I discerned therein.
""Let us descend  now into the blind world,""
Began the Poet, pallid utterly;
""I will be first, and thou shalt second be.""
(Dante, Inferno, Canto IV)","Он был так темен, смутен и глубок,
Что я над ним склонялся по-пустому, 
И ничего в нем различить не мог.. 
 ""Теперь мы к миру спустимся слепому,""
Так начал, смертно побледнев, поэт;
""Мне первому идти, тебе — второму.""
(Божественная комедия, Ад Данте, Круг IV)","Obscura, profunda era, e nebulosa,
De tal modo que, fixando nela meu olhar,
Nada absolutamente eu discernia.
""Desçamos agora ao mundo cego"",
Começou o Poeta, completamente pálido;
""Eu serei o primeiro, e tu serás o segundo.""
(Dante, Inferno, Canto IV)"
